,cik,year_end
1458,1520006, 1231
1459,876437, 1231
1460,833079, 1231
1461,812011, 0731
1462,1113256, 0930
1463,1104657, 1231
1464,866273, 0630
1465,68709, 0928
1466,1493594, 0930
1467,61986, 1231
1468,891014, 1231
1469,15615, 1231
1470,717423, 1231
1471,1573516, 1231
1472,314203, 40
1473,1099941, 09
1474,65770, 1231
1475,1350593, 0930
1476,1325702, 40
1477,743316, 0627
1478,1288469, 1231
1479,69488, 1231
1480,899923, 0630
1481,1623613, 40
1482,700923, 1231
1483,29, 40
1484,935494, 1231
1485,275053, 1231
1486,1399855, 0531
1487,808450, 1031
1488,810509, 1231
1489,914475, 1231
1490,72207, 1231
1491,811831, 0630
1492,1163739, 40
1493,790359, 1231
1494,1389545, 1231
1495,1377630, 1226
1496,70866, 1231
1497,1120193, 1231
1498,72331, 1031
1499,1458891, 40
1500,1101239, 1231
1501,906107, 1231
1502,33213, 1231
1503,29, 40
1504,1231, 40
1505,922621, 1231
1506,1421517, 1231
1507,9, 40
1508,72741, 1231
1509,33488, 1229
1510,866706, 0930
1511,3, 40
1512,1363829, 40
1513,1590714, 1231
1514,1231, 40
1515,920522, 1231
1516,1382230, 0930
1517,10254, 1231
1518,1276187, 1231
1519,1015780, 1231
1520,896156, 0630
1521,1067837, 1231
1522,1551182, 40
1523,65984, 1231
1524,350797, 1031
1525,842518, 1231
1526,1109116, 1231
1527,1640428, 1231
1528,1052054, 1231
1529,1360901, 1231
1530,1099800, 1231
1531,1069157, 1231
1532,1124140, 1231
1533,1109357, 1231
1534,939767, 0103
1535,16, 40
1536,20, 40
1537,1297989, 40
1538,918646, 0331
1539,746515, 1231
1540,1324424, 1231
1541,851520, 0103
1542,1483510, 0201
1543,1289490, 1231
1544,1078271, 0630
1545,876523, 0930
1546,37996, 1231
1547,1472787, 1231
1548,34563, 0630
1549,917491, 1231
1550,815556, 1231
1551,1033012, 1231
1552,1519751, 1231
1553,1521951, 1231
1554,947559, 1231
1555,811589, 1231
1556,1057706, 1231
1557,886206, 0831
1558,859070, 1231
1559,932781, 1231
1560,1141807, 1231
1561,886128, 1031
1562,712537, 1231
1563,840489, 1231
1564,887936, 1231
1565,831259, 1231
1566,946647, 1231
1567,1047340, 9
1568,1013237, 0831
1569,1513363, 1231
1570,1048911, 0531
1571,1031296, 1231
1572,38725, 1231
1573,4, 40
1574,1401257, 1231
1575,1337298, 1231
1576,708955, 1231
1577,1012771, 1231
1578,923139, 1231
1579,36029, 1231
1580,1048695, 0930
1581,1401564, 1231
1582,922358, 0731
1583,36966, 1231
1584,860413, 1231
1585,814547, 0930
1586,1056288, 1231
1587,1136893, 1231
1588,862831, 1231
1589,798354, 1231
1590,35527, 1231
1591,1035983, 1231
1592,69891, 0501
1593,850209, 0201
1594,1162194, 1231
1595,866374, 40
1596,740663, 1231
1597,354908, 1231
1598,891482, 1231
1599,1128928, 1228
1600,1641991, 1231
1601,1124198, 1231
1602,30625, 1231
1603,1175454, 1231
1604,1084869, 0628
1605,29, 40
1606,702325, 1231
1607,37785, 1231
1608,709337, 1231
1609,2, 40
1610,1231, 40
1611,1408710, 40
1612,37808, 1231
1613,1331875, 1231
1614,1231, 40
1615,35214, 1231
1616,1178879, 1231
1617,1406587, 0930
1618,1039399, 1228
1619,1023313, 1231
1620,883569, 1228
1621,921825, 1231
1622,1399935, 0201
1623,834285, 1231
1624,40, NULL
1625,712534, 1231
1626,11, 40
1627,34903, 1231
1628,1435508, 0930
1629,1069394, 40
1630,1274494, 1231
1631,37914, 1102
1632,1031316, 1231
1633,277509, 1231
1634,352825, 1231
1635,846913, 1231
1636,1681459, 40
1637,928054, 1231
1638,1262039, 1231
1639,20520, 1231
1640,39368, 1130
1641,700564, 1231
1642,811532, 1231
1643,1159281, 1231
1644,912728, 1231
1645,1398659, 40
1646,714395, 1231
1647,1089872, 1231
1648,1321741, 0331
1649,1133416, 1231
1650,1328919, 40
1651,868671, 1231
1652,1476765, 14
1653,1060349, 1231
1654,1494904, 40
1655,923120, 0831
1656,1444363, 1231
1657,1635718, 1231
1658,18498, 0201
1659,40533, 1231
1660,1699150, 1231
1661,1386278, 1231
1662,943861, 1231
1663,40545, 1231
1664,43920, 1031
1665,1022321, 1231
1666,64472, 0930
1667,923796, 1231
1668,886744, 1231
1669,912463, 0201
1670,1392380, 1231
1671,50725, 0930
1672,6, 40
1673,1342287, 0630
1674,42888, 1227
1675,1131324, 1231
1676,1282977, 1231
1677,716314, 0331
1678,30, 40
1679,1031623, 1231
1680,1719489, 0930
1681,821002, 0131
1682,9, 40
1683,882095, 1231
1684,1231, 40
1685,40704, 0529
1686,1143513, 0930
1687,1372020, 1231
1688,0, 40
1689,0, 40
1690,746210, 1231
1691,1323468, 1231
1692,1385613, 40
1693,41719, 1231
1694,1366246, 1231
1695,24741, 1231
1696,1467858, 1231
1697,1326380, 0201
1698,1231, 40
1699,1275229, 1231
1700,1502034, 1231
1701,1528356, 1231
1702,1326200, 1
1703,1487371, 1231
1704,1474735, 1231
1705,355811, 1231
1706,1276520, 1231
1707,1231, 40
1708,756894, 40
1709,1672013, 1231
1710,1234006, 1231
1711,1652044, 1231
1712,1160791, 1231
1713,40987, 1231
1714,1031203, 1231
1715,1408075, 1231
1716,17, 40
1717,1123360, 1231
1718,874499, 1231
1719,1309402, 1231
1720,1500435, 1231
1721,39911, 0202
1722,70415, 1231
1723,1045309, 1231
1724,42682, 1231
1725,1438569, 40
1726,1121788, 40
1727,1490281, 1231
1728,886982, 1231
1729,1366868, 1231
1730,1112920, 1231
1731,854560, 1231
1732,1126741, 0331
1733,1131399, 40
1734,1430725, 40
1735,12, 40
1736,903571, 40
1737,42582, 1231
1738,1273441, 40
1739,825324, 0924
1740,892553, 1231
1741,43196, 1231
1742,1171662, 1231
1743,1052752, 1231
1744,861459, 1231
1745,944480, 1231
1746,1012620, 1231
1747,1528396, 0731
1748,277135, 1231
1749,1468174, 1231
1750,1172222, 1231
1751,313143, 0328
1752,1109242, 1231
1753,910406, 0630
1754,45012, 1231
1755,819913, 1231
1756,1159036, 1231
1757,46080, 1229
1758,858655, 0930
1759,49196, 1231
1760,1436425, 1231
1761,1359841, 1228
1762,1123494, 1231
1763,1231, 40
1764,706129, 1231
1765,860730, 1231
1766,1691303, 1231
1767,1403431, 0103
1768,1057379, 1227
1769,765880, 1231
1770,731012, 1231
1771,354950, 0202
1772,925528, 1231
1773,354707, 1231
1774,1339605, 1231
1775,46619, 1031
1776,916789, 40
1777,1283140, 1231
1778,4447, 1231
1779,48039, 1231
1780,1046025, 1231
1781,1498828, 1231
1782,45919, 1231
1783,1417398, 0930
1784,1017480, 0201
1785,874766, 1231
1786,1501585, 1231
1787,1287808, 1231
1788,1231, 40
1789,921082, 1231
1790,719413, 1231
1791,1180262, 40
1792,851310, 1231
1793,866829, 1231
1794,331, 40
1795,850141, 1231
1796,1518715, 1231
1797,1196501, 1231
1798,48287, 1228
1799,788965, 1231
1800,1077688, 0131
1801,793952, 1231
1802,3, 40
1803,859737, 0928
1804,1331520, 1231
1805,1646228, 0125
1806,773840, 1231
1807,1131227, 1231
1808,357294, 1031
1809,46765, 0930
1810,1482512, 1231
1811,47217, 1031
1812,899749, 1231
1813,12659, 0430
1814,47518, 0930
1815,48465, 1027
1816,1487428, 1231
1817,45876, 1231
1818,1000228, 1228
1819,1066605, 1231
1820,1038133, 1231
1821,1210708, 1231
1822,1070750, 1231
1823,1095565, 1231
1824,47111, 1231
1825,1063344, 1231
1826,1053352, 1231
1827,1280784, 19
1828,1265131, 1231
1829,24, 40
1830,799233, 1231
1831,920112, 1231
1832,1657853, 1231
1833,940942, 1231
1834,49071, 1231
1835,1307954, 1231
1836,1289848, 1231
1837,216085, 1231
1838,1356949, 1231
1839,717605, 1231
1840,1492426, 40
1841,1057060, 0930
1842,1231, 40
1843,917520, 1231
1844,21, 1231
1845,39311, 1231
1846,933141, 1231
1847,1381197, 1231
1848,51143, 1231
1849,331, 40
1850,749660, 1231
1851,1571949, 1231
1852,1362004, 1231
1853,531, 40
1854,857737, 1231
1855,883984, 1231
1856,1057877, 1231
1857,1405495, 1231
1858,1040896, 1231
1859,861838, 1231
1860,4187, 1231
1861,874716, 1231
1862,49728, 0930
1863,813762, 1231
1864,832101, 1231
1865,51253, 1231
1866,1326205, 0331
1867,1, 40
1868,764401, 0928
1869,88790, 1231
1870,820318, 0630
1871,1110803, 1229
1872,921582, 40
1873,855654, 1231
1874,1058811, 1231
1875,722830, 1231
1876,1231, 40
1877,1231, 40
1878,1056386, 1231
1879,879169, 1231
1880,776901, 1231
1881,1113148, 1231
1882,1138639, 1228
1883,1337013, 1231
1884,12, 40
1885,1497645, 1231
1886,1055726, 1231
1887,903651, 1231
1888,1104506, 1231
1889,1609550, 1231
1890,789460, 1231
1891,50863, 1228
1892,913760, 0930
1893,1036262, 1231
1894,896878, 0731
1895,829323, 1231
1896,1036044, 1231
1897,1350381, 1231
1898,7, 40
1899,866609, 1231
1900,1054905, 1231
1901,51434, 1231
1902,822663, 1231
1903,51644, 1231
1904,1111928, 1231
1905,1160958, 1231
1906,1364099, 1231
1907,1421461, 1231
1908,1466258, 40
1909,1159167, 1228
1910,1418819, 1231
1911,798359, 1231
1912,1006045, 1228
1913,1020569, 1231
1914,933267, 40
1915,1446847, 1231
1916,1326807, 0630
1917,943034, 1231
1918,728387, 0630
1919,1035267, 1231
1920,749251, 1231
1921,350868, 0331
1922,780571, 1231
1923,1231, 40
1924,216228, 1231
1925,1, 40
1926,49826, 1231
1927,1001902, 1231
1928,742112, 1231
1929,1437071, 1231
1930,914208, 0
1931,807882, 0929
1932,1685715, 1231
1933,1009829, 1231
1934,1617227, 1230
1935,1232524, 40
1936,728535, 1231
1937,898293, 0831
1938,1158463, 1231
1939,1433660, 1231
1940,833444, 40
1941,1084048, 1231
1942,1166126, 0130
1943,22701, 1231
1944,331, 40
1945,52988, 0927
1946,785956, 0928
1947,779152, 0630
1948,1231, 40
1949,1037976, 1231
1950,1302350, 1231
1951,200406, 1229
1952,1043604, 1231
1953,1231, 40
1954,745308, 1231
1955,788329, 0927
1956,19617, 1231
1957,1007019, 1031
1958,72333, 0201
1959,55067, 1228
1960,886346, 1228
1961,811596, 1231
1962,54381, 1231
1963,1395942, 1231
1964,795266, 1130
1965,1357615, 1231
1966,318996, 1231
1967,55135, 1229
1968,887730, 0331
1969,55529, 0430
1970,56047, 1231
1971,91576, 1231
1972,930420, 1231
1973,56679, 0430
1974,701818, 40
1975,879101, 1231
1976,33992, 1231
1977,1056285, 0201
1978,1404912, 1231
1979,319201, 0630
1980,56978, 40
1981,55785, 1231
1982,1506307, 1231
1983,860748, 1231
1984,55242, 0630
1985,1170010, 0229
1986,1011570, 1231
1987,1492691, 1231
1988,21344, 1231
1989,19, 40
1990,811212, 1231
1991,1315257, 1231
1992,771266, 1228
1993,1509991, 1231
1994,56873, 0201
1995,1321646, 1231
1996,1025996, 1231
1997,1286043, 1231
1998,1295664, 1
1999,1257640, 1231
2000,885639, 0201
2001,54480, 1231
2002,719733, 0629
2003,1069258, 1229
2004,1007587, 1231
2005,1408100, 1231
2006,81362, 1231
2007,60086, 1231
2008,1023128, 1231
2009,798081, 0131
2010,1090425, 1231
2011,57515, 0630
2012,703604, 1231
2013,1311370, 40
2014,846901, 1231
2015,1570585, 40
2016,902274, 1231
2017,57725, 0630
2018,1074902, 1231
2019,60977, 1231
2020,842162, 1231
2021,59527, 1231
2022,1333822, 40
2023,58361, 0929
2024,58492, 1231
2025,920760, 1130
2026,889331, 1229
2027,886163, 1231
2028,920148, 1231
2029,1303313, 1231
2030,1073431, 1231
2031,1069202, 1231
2032,1286613, 1231
2033,721994, 1231
2034,1396033, 1231
2035,1391127, 1231
2036,59478, 1231
2037,704051, 0331
2038,1158895, 1231
2039,1342423, 1031
2040,1033905, 1231
2041,936468, 1231
2042,59558, 1231
2043,1005286, 0526
2044,3570, 1231
2045,836157, 0831
2046,352541, 1231
2047,1080340, 1231
2048,1120970, 1231
2049,1032975, 0331
2050,1420302, 1231
2051,1434588, 1231
2052,16, 40
2053,60667, 0131
2054,1528129, 1231
2055,10, 40
2056,1397911, 1231
2057,1102993, 1231
2058,889971, 0630
2059,60519, 1231
2060,1235468, 0930
2061,707549, 0628
2062,1157408, 0630
2063,855658, 0102
2064,944314, 1231
2065,853816, 1228
2066,887905, 1231
2067,1076195, 1231
2068,1114925, 0630
2069,1029730, 1231
2070,16099, 0828
2071,1397187, 40
2072,1239819, 1231
2073,92380, 1231
2074,1300514, 1231
2075,814586, 1231
2076,910108, 1231
2077,1062822, 1231
2078,60714, 1231
2079,1489393, 7
2080,763532, 0630
2081,1335258, 1231
2082,57131, 0427
2083,794367, 0201
2084,1141391, 1231
2085,912595, 1231
2086,912242, 1231
2087,1274792, 1231
2088,1, 40
2089,1396440, 1231
2090,871763, 1231
2091,1056696, 1231
2092,892537, 1231
2093,1048286, 1231
2094,1368365, 1231
2095,62996, 1231
2096,937556, 1228
2097,63276, 1231
2098,63296, 0930
2099,11, 40
2100,1042729, 1231
2101,1053584, 1231
2102,1490349, 06
2103,63908, 1231
2104,1527709, 1231
2105,1071993, 1231
2106,827054, 0331
2107,1224133, 1231
2108,927653, 0331
2109,1059556, 1231
2110,907242, 1231
2111,62234, 1226
2112,64996, 1231
2113,893949, 1231
2114,773141, 1231
2115,876883, 6
2116,1113481, 1231
2117,65011, 0630
2118,708819, 1
2119,1124804, 1231
2120,1613103, 40
2121,67716, 1231
2122,910329, 1231
2123,65270, 0502
2124,1099590, 40
2125,886977, 40
2126,75659, 1231
2127,1099219, 1231
2128,1055160, 1231
2129,1086888, 40
2130,1094810, 1231
2131,1436126, 1231
2132,749098, 40
2133,1273931, 1231
2134,1231, 40
2135,19411, 1231
2136,789570, 1231
2137,835011, 1231
2138,752714, 1231
2139,851968, 1231
2140,1412100, 40
2141,799292, 1231
2142,1289790, 1231
2143,769520, 1228
2144,926423, 0131
2145,911109, 1231
2146,807863, 0930
2147,1514281, 1231
2148,63754, 1130
2149,1096343, 1231
2150,1049502, 1231
2151,1278021, 1231
2152,724004, 0331
2153,66382, 0530
2154,89439, 1228
2155,916076, 1231
2156,1356104, 3
2157,1550603, 0930
2158,62709, 1231
2159,1578732, 1231
2160,1176334, 1231
2161,66740, 1231
2162,1126975, 1231
2163,1032220, 0930
2164,856982, 1231
2165,331, 40
2166,1524223, 1231
2167,1056087, 1229
2168,899460, 1231
2169,67625, 0930
2170,876427, 0328
2171,865752, 1231
2172,1235010, 1231
2173,1302028, 1231
2174,764180, 1231
2175,67347, 0331
2176,1412665, 1231
2177,1179929, 1231
2178,1289419, 1231
2179,1285785, 1231
2180,890394, 1231
2181,72573, 0131
2182,918251, 0331
2183,1510295, 1231
2184,1287865, 1231
2185,1280452, 1231
2186,1129155, 1231
2187,1600470, 1231
2188,1439095, 1231
2189,1049521, 0703
2190,310158, 1231
2191,1260968, 1231
2192,101778, 1231
2193,799167, 1231
2194,1058057, 40
2195,895421, 1231
2196,66570, 1231
2197,1408198, 1231
2198,66004, 1231
2199,789019, 0630
2200,1636519, 0630
2201,68505, 1231
2202,1003078, 0829
2203,880432, 0630
2204,1050446, 1231
2205,1243429, 40
2206,36270, 1231
2207,1037646, 1231
2208,1520006, 1231
2209,876437, 1231
2210,833079, 1231
2211,812011, 0731
2212,1113256, 0930
2213,1104657, 1231
2214,866273, 0630
2215,68709, 0928
2216,1493594, 0930
2217,61986, 1231
2218,891014, 1231
2219,15615, 1231
2220,717423, 1231
2221,1573516, 1231
2222,314203, 40
2223,1099941, 09
2224,65770, 1231
2225,1350593, 0930
2226,1325702, 40
2227,743316, 0627
2228,1288469, 1231
2229,69488, 1231
2230,899923, 0630
2231,1623613, 40
2232,700923, 1231
2233,29, 40
2234,935494, 1231
2235,275053, 1231
2236,1399855, 0531
2237,808450, 1031
2238,810509, 1231
2239,914475, 1231
2240,72207, 1231
2241,811831, 0630
2242,1163739, 40
2243,790359, 1231
2244,1389545, 1231
2245,1377630, 1226
2246,70866, 1231
2247,1120193, 1231
2248,72331, 1031
2249,1458891, 40
2250,753308, 1231
2251,1164727, 1231
2252,711377, 0531
2253,87050, 40
2254,1603145, 1231
2255,1401395, 40
2256,1282637, 1231
2257,1587987, 1231
2258,1493225, 1231
2259,70145, 0930
2260,1065280, 1231
2261,1173420, 40
2262,26, 40
2263,1504461, 0331
2264,1084991, 1231
2265,877860, 1231
2266,1111711, 1231
2267,8, 40
2268,1037016, 1231
2269,1532286, 1231
2270,1231, 40
2271,356309, 0930
2272,320187, 0531
2273,796534, 1231
2274,906709, 1231
2275,1126234, 1231
2276,1078207, 1231
2277,1492633, 7
2278,1282631, 1228
2279,1043219, 1231
2280,1333172, 40
2281,1496099, 18
2282,1231, 40
2283,1437260, 40
2284,918541, 1231
2285,751364, 1231
2286,4, 40
2287,1133421, 1231
2288,40, NULL
2289,1231, 40
2290,1021860, 1231
2291,1296435, 1231
2292,1164863, 1231
2293,1227025, 1231
2294,71829, 1231
2295,70487, 1231
2296,1013871, 1231
2297,1163370, 1231
2298,1171486, 1231
2299,1110805, 1231
2300,702165, 1231
2301,932696, 1231
2302,1000753, 1231
2303,69633, 0630
2304,1002047, 0424
2305,1078075, 0331
2306,22, 40
2307,1122904, 1231
2308,875582, 0831
2309,748592, 1231
2310,73124, 1231
2311,1039280, 0630
2312,1002517, 0930
2313,73309, 1231
2314,1289850, 1231
2315,1021561, 1231
2316,1142596, 1231
2317,1000694, 1231
2318,1045810, 0126
2319,724910, 0331
2320,1109345, 40
2321,353278, 40
2322,906163, 1231
2323,1114448, 40
2324,1471265, 1231
2325,73088, 1231
2326,814453, 40
2327,1733998, 1231
2328,1001385, 1231
2329,1564708, 0630
2330,1564708, 0630
2331,1423221, 1031
2332,1413447, 2010
2333,1142417, 1231
2334,1273685, 1231
2335,71691, 1229
2336,726728, 1231
2337,1486159, 1231
2338,1370946, 1231
2339,1004702, 1231
2340,873860, 1231
2341,878927, 1231
2342,800240, 1228
2343,1409375, 0331
2344,860546, 1231
2345,1030469, 1231
2346,884624, 1231
2347,1021635, 1231
2348,888491, 1231
2349,812074, 1231
2350,73756, 1231
2351,1231, 40
2352,1121484, 1231
2353,1039684, 1231
2354,1253317, 1231
2355,74303, 1231
2356,712770, 1231
2357,1231, 40
2358,29989, 1231
2359,926326, 1231
2360,1285819, 1231
2361,798528, 1231
2362,75252, 1231
2363,1090061, 1130
2364,707179, 1231
2365,1231, 40
2366,944809, 1231
2367,1108924, 0331
2368,1378140, 0430
2369,1296445, 1231
2370,1361983, 1231
2371,1341439, 0531
2372,74260, 1231
2373,1374756, 0630
2374,898173, 1231
2375,1402829, 1231
2376,826154, 1231
2377,357173, 1231
2378,1039065, 0630
2379,775158, 0930
2380,1130713, 1231
2381,1116463, 1231
2382,1002638, 40
2383,1466593, 1231
2384,75288, 0201
2385,797468, 1231
2386,1070423, 1231
2387,1231, 40
2388,1231, 40
2389,1299130, 1231
2390,1299130, 1231
2391,1102112, 1231
2392,1019849, 1231
2393,1231, 40
2394,1005284, 1231
2395,708821, 1231
2396,76605, 1231
2397,723531, 0531
2398,1068851, 1231
2399,1231, 40
2400,1378946, 1231
2401,1295947, 0331
2402,78814, 1231
2403,2, 40
2404,75362, 1231
2405,1004980, 1231
2406,1338749, 1231
2407,1204413, 40
2408,1396814, 1231
2409,1057083, 40
2410,50471, 0630
2411,276720, 0831
2412,891024, 0425
2413,1120914, 1231
2414,882104, 1231
2415,1042776, 1231
2416,1013605, 40
2417,1474098, 1231
2418,318300, 1231
2419,788784, 1231
2420,1013857, 1231
2421,77281, 1231
2422,778164, 1231
2423,921738, 1231
2424,77476, 1228
2425,1338940, 40
2426,891532, 1231
2427,1040130, 0331
2428,1231, 1231
2429,78003, 1231
2430,1126328, 1231
2431,1504619, 16
2432,1212458, 1231
2433,1178970, 1231
2434,1095315, 1231
2435,80424, 0630
2436,1050743, 1231
2437,835887, 1231
2438,80661, 1231
2439,1354327, 1228
2440,76334, 0630
2441,313216, 40
2442,822416, 40
2443,315131, 0930
2444,931015, 1231
2445,278130, 0229
2446,1230245, 1231
2447,1315399, 1231
2448,76267, 0301
2449,75677, 1231
2450,31791, 1229
2451,76282, 1231
2452,810136, 1031
2453,1041859, 0131
2454,1045609, 1231
2455,29, 40
2456,40, NULL
2457,1287213, 1231
2458,914025, 0331
2459,1093691, 1231
2460,1022408, 0331
2461,1006281, 40
2462,785786, 0929
2463,1413329, 1231
2464,1109546, 1231
2465,1464423, 1231
2466,713676, 1231
2467,1115055, 1231
2468,1108426, 1231
2469,1383414, 05
2470,77360, 40
2471,764622, 1231
2472,1145197, 1231
2473,1122976, 1231
2474,945841, 1231
2475,784977, 1231
2476,1530950, 0930
2477,833640, 1231
2478,80420, 0930
2479,1028918, 1231
2480,802481, 1229
2481,79879, 1231
2482,922224, 1231
2483,1127703, 1231
2484,1185348, 1231
2485,887226, 0630
2486,1085869, 1231
2487,1585364, 40
2488,876167, 1130
2489,1007330, 1231
2490,1475922, 1231
2491,1361538, 1231
2492,805676, 1231
2493,914139, 1231
2494,1443669, 1231
2495,1365101, 1231
2496,1392972, 1231
2497,1010470, 0630
2498,1220754, 1231
2499,1378950, 1228
2500,1137774, 1231
2501,1393311, 1231
2502,866368, 1231
2503,1287032, 01
2504,1041803, 0831
2505,1158780, 40
2506,1534701, 1231
2507,889900, 1231
2508,1445283, 2011
2509,911216, 0630
2510,1231, 40
2511,1231, 40
2512,78239, 0202
2513,1050915, 1231
2514,1038357, 1231
2515,1040161, 1231
2516,1399249, 1231
2517,901491, 1229
2518,1036188, 0131
2519,1036188, 0131
2520,758938, 1231
2521,804328, 0929
2522,906465, 1231
2523,353569, 1231
2524,1108827, 1231
2525,1015820, 40
2526,1117297, 0630
2527,1481792, 1231
2528,882508, 1231
2529,85961, 1231
2530,84129, 0229
2531,1320854, 1231
2532,82166, 0131
2533,1046102, 40
2534,82811, 1228
2535,921557, 1231
2536,1410172, 1231
2537,844150, 40
2538,1527590, 1231
2539,1231, 40
2540,933036, 1231
2541,895456, 1231
2542,884887, 1231
2543,700841, 1228
2544,1231, 40
2545,716634, 1231
2546,890926, 1231
2547,790526, 1231
2548,1231, 40
2549,1135951, 40
2550,1095073, 40
2551,1084765, 0530
2552,1140215, 1231
2553,793524, 1231
2554,910606, 1231
2555,1463258, 1231
2556,872589, 1231
2557,355948, 0530
2558,1509223, 40
2559,742278, 1231
2560,887921, 1231
2561,744187, 0131
2562,1281761, 1231
2563,740664, 1031
2564,898174, 1231
2565,1069533, 0930
2566,730272, 1231
2567,85535, 0630
2568,95029, 1231
2569,716643, 0630
2570,315213, 1231
2571,935419, 0930
2572,1451505, 40
2573,1034842, 1231
2574,720005, 0930
2575,1037038, 0328
2576,1171155, 0630
2577,1052595, 1231
2578,84246, 1231
2579,1511337, 1231
2580,1519401, 1231
2581,917273, 1231
2582,1616262, 0229
2583,943819, 0630
2584,1041024, 1231
2585,1162112, 1231
2586,913144, 40
2587,715072, 1231
2588,1046327, 1231
2589,912562, 1231
2590,84748, 1231
2591,1407623, 1231
2592,1024478, 0930
2593,84839, 1231
2594,1324948, 0328
2595,882835, 1231
2596,1659122, 1231
2597,745732, 0201
2598,1538822, 1231
2599,1286225, 1231
2600,1222840, 1231
2601,110621, 0531
2602,842183, 1231
2603,315852, 1231
2604,29669, 1231
2605,1171759, 1229
2606,1440024, 1231
2607,861884, 1231
2608,1060391, 1231
2609,1351285, 1231
2610,1760173, 1231
2611,1047122, 1231
2612,1012019, 1231
2613,1324272, 1229
2614,1041368, 0331
2615,930236, 1231
2616,1439288, 0331
2617,1000275, 40
2618,331, 40
2619,52827, 1231
2620,101830, 0331
2621,812128, 1031
2622,1172052, 1231
2623,1043509, 1231
2624,1177702, 1231
2625,1050606, 1231
2626,949870, 1229
2627,897723, 0928
2628,1477246, 0630
2629,1000184, 40
2630,1377936, 03
2631,824410, 1231
2632,1415404, 1231
2633,1498710, 1231
2634,9, 40
2635,1034054, 1231
2636,730708, 1231
2637,912752, 1231
2638,1368458, 0930
2639,1386716, 40
2640,1231, 40
2641,1492298, 1231
2642,1231, 40
2643,705432, 1231
2644,829224, 0929
2645,1001838, 1231
2646,866729, 0531
2647,912603, 0831
2648,316709, 1231
2649,89089, 1231
2650,94049, 1231
2651,895665, 1231
2652,1158172, 1231
2653,1050825, 0228
2654,918965, 0630
2655,895447, 0202
2656,1349436, 1231
2657,2, 40
2658,1231, 40
2659,1019671, 0131
2660,1012100, 1231
2661,350894, 1231
2662,1320414, 1231
2663,1489136, 1231
2664,720672, 1231
2665,86115, 1231
2666,20, 40
2667,90498, 1231
2668,1090009, 1231
2669,16, 40
2670,886136, 1231
2671,95574, 1231
2672,1060736, 1231
2673,1001233, 1231
2674,750004, 1231
2675,1004989, 1231
2676,1035092, 1231
2677,354963, 1231
2678,1448397, 40
2679,904979, 1031
2680,1295810, 1231
2681,913241, 1231
2682,89800, 1231
2683,1231, 40
2684,832988, 40
2685,1010086, 1231
2686,230557, 1231
2687,790715, 0130
2688,916793, 40
2689,1231, 40
2690,1094005, 40
2691,908937, 1231
2692,719739, 1231
2693,701374, 1231
2694,91928, 1231
2695,91419, 0430
2696,831, 40
2697,766829, 1231
2698,899715, 1231
2699,1065837, 1231
2700,90896, 0328
2701,793733, 1231
2702,1038074, 1228
2703,87347, 8
2704,1524741, 1231
2705,1097362, 40
2706,1040971, 1231
2707,849869, 1231
2708,1032033, 1231
2709,1023459, 0831
2710,1418076, 1231
2711,893538, 1231
2712,1375365, 0630
2713,898770, 0630
2714,825542, 0930
2715,93389, 1231
2716,884940, 0201
2717,948708, 1231
2718,88941, 0126
2719,1108320, 40
2720,91440, 1228
2721,1131554, 1231
2722,313838, 40
2723,1075415, 1231
2724,1231, 40
2725,883241, 1031
2726,1061027, 1231
2727,18349, 1231
2728,1177394, 1130
2729,1121404, 40
2730,92122, 1231
2731,1029744, 0930
2732,1231, 40
2733,1417892, 40
2734,91767, 1231
2735,1325670, 1231
2736,714284, 40
2737,743238, 1231
2738,1063761, 1231
2739,1005210, 0928
2740,1353283, 0131
2741,1231, 40
2742,831547, 1231
2743,1364885, 1231
2744,1104855, 1231
2745,1092699, 1231
2746,877422, 1228
2747,867773, 1229
2748,909037, 40
2749,1231, 40
2750,1126956, 0930
2751,34782, 1231
2752,861878, 1231
2753,924717, 0930
2754,1032208, 1231
2755,1310114, 1231
2756,1043337, 1231
2757,1031029, 1231
2758,1031029, 1231
2759,920371, 1231
2760,6885, 0201
2761,1402436, 1231
2762,832428, 1231
2763,1332639, 40
2764,3, 3
2765,1477294, 40
2766,718937, 0103
2767,1479094, 1231
2768,719220, 1231
2769,94344, 1231
2770,1757898, 40
2771,874977, 1231
2772,750556, 1231
2773,351834, 40
2774,1070154, 1231
2775,1022671, 1231
2776,797465, 1231
2777,932787, 40
2778,1082923, 1231
2779,1131383, 40
2780,1483934, 40
2781,1286131, 1231
2782,1013934, 1231
2783,874238, 1231
2784,1008586, 0131
2785,933034, 0628
2786,93751, 1231
2787,1465128, 1231
2788,1137789, 40
2789,16918, 0229
2790,12, 40
2791,912593, 1231
2792,1314772, 1228
2793,1552275, 1231
2794,1508171, 1231
2795,95552, 1231
2796,1356576, 1231
2797,1084201, 40
2798,1052045, 1231
2799,1428669, 1231
2800,1111863, 40
2801,93556, 1228
2802,4127, 0927
2803,1000623, 1231
2804,7332, 1231
2805,1692115, 1231
2806,1514705, 1231
2807,310354, 0630
2808,310142, 1231
2809,835324, 1231
2810,310764, 1231
2811,1010612, 1231
2812,849399, 0403
2813,894158, 1231
2814,817720, 0627
2815,1408278, 1231
2816,95953, 1231
2817,864240, 1231
2818,945114, 1231
2819,96021, 0627
