,Unnamed: 0,cik,year_end,symbol
889,889,20520, 1231,FTR
890,890,39368, 1130,FUL
891,891,700564, 1231,FULT
892,892,811532, 1231,FUN
893,893,1159281, 1231,FVE
894,894,912728, 1231,FWRD
895,895,1398659, 40,G
896,896,714395, 1231,GABC
897,897,1089872, 1231,GAIA
898,898,1321741, 0331,GAIN
899,899,1133416, 1231,GALT
900,900,1328919, 40,GASS
901,901,868671, 1231,GBCI
902,902,1476765, 14,GBDC
903,903,1060349, 1231,GBL
904,904,1494904, 40,GBLI
905,905,923120, 0831,GBX
906,906,1444363, 1231,GCAP
907,907,1635718, 1231,GCI
908,908,18498, 0201,GCO
909,909,40533, 1231,GD
910,910,1699150, 1231,GDI
911,911,1386278, 1231,GDOT
912,912,943861, 1231,GDP
913,913,40545, 1231,GE
914,914,43920, 1031,GEF
915,915,1022321, 1231,GEL
916,916,64472, 0930,GENC
917,917,923796, 1231,GEO
918,918,886744, 1231,GERN
919,919,912463, 0201,GES
920,920,1392380, 1231,GEVO
921,921,50725, 0930,GFF
922,922,6, 40,GFI
923,923,1342287, 0630,GFN
924,924,42888, 1227,GGG
925,925,1131324, 1231,GHDX
926,926,1282977, 1231,GHL
927,927,716314, 0331,GHM
928,928,30, 40,GIB
929,929,1031623, 1231,GIFI
930,930,1719489, 0930,GIG
931,931,821002, 0131,GIII
932,932,9, 40,GIL
933,933,882095, 1231,GILD
934,934,1231, 40,GILT
935,935,40704, 0529,GIS
936,936,1143513, 0930,GLAD
937,937,1372020, 1231,GLDD
938,938,0, 40,GLNG
939,939,0, 40,GLOG
940,940,746210, 1231,GLOW
941,941,1323468, 1231,GLP
942,942,1385613, 40,GLRE
943,943,41719, 1231,GLT
944,944,1366246, 1231,GLUU
945,945,24741, 1231,GLW
946,946,1467858, 1231,GM
947,947,1326380, 0201,GME
948,948,1231, 40,GMLP
949,949,1275229, 1231,GMO
950,950,1502034, 1231,GNC
951,951,1528356, 1231,GNE
952,952,1326200, 1,GNK
953,953,1487371, 1231,GNMK
954,954,1474735, 1231,GNRC
955,955,355811, 1231,GNTX
956,956,1276520, 1231,GNW
957,957,1231, 40,GOL
958,958,756894, 40,GOLD
959,959,1672013, 1231,GOLF
960,960,1234006, 1231,GOOD
961,961,1652044, 1231,GOOG
962,962,1160791, 1231,GORO
963,963,40987, 1231,GPC
964,964,1031203, 1231,GPI
965,965,1408075, 1231,GPK
966,966,17, 40,GPL
967,967,1123360, 1231,GPN
968,968,874499, 1231,GPOR
969,969,1309402, 1231,GPRE
970,970,1500435, 1231,GPRO
971,971,39911, 0202,GPS
972,972,70415, 1231,GPX
973,973,1045309, 1231,GRA
974,974,42682, 1231,GRC
975,975,1438569, 40,GRFS
976,976,1121788, 40,GRMN
977,977,1490281, 1231,GRPN
978,978,886982, 1231,GS
979,979,1366868, 1231,GSAT
980,980,1112920, 1231,GSB
981,981,854560, 1231,GSBC
982,982,1126741, 0331,GSIT
983,983,1131399, 40,GSK
984,984,1430725, 40,GSL
985,985,12, 40,GSM
986,986,903571, 40,GSS
987,987,42582, 1231,GT
988,988,1273441, 40,GTE
989,989,825324, 0924,GTIM
990,990,892553, 1231,GTLS
991,991,43196, 1231,GTN
992,992,1171662, 1231,GTS
993,993,1052752, 1231,GTY
994,994,861459, 1231,GVA
995,995,944480, 1231,GVP
996,996,1012620, 1231,GWR
997,997,1528396, 0731,GWRE
998,998,277135, 1231,GWW
999,999,1468174, 1231,H
1000,1000,1172222, 1231,HA
1001,1001,313143, 0328,HAE
1002,1002,1109242, 1231,HAFC
1003,1003,910406, 0630,HAIN
1004,1004,45012, 1231,HAL
1005,1005,819913, 1231,HALL
1006,1006,1159036, 1231,HALO
1007,1007,46080, 1229,HAS
1008,1008,858655, 0930,HAYN
1009,1009,49196, 1231,HBAN
1010,1010,1436425, 1231,HBCP
1011,1011,1359841, 1228,HBI
1012,1012,1123494, 1231,HBIO
1013,1013,1231, 40,HBM
1014,1014,706129, 1231,HBNC
1015,1015,860730, 1231,HCA
1016,1016,1691303, 1231,HCC
1017,1017,1403431, 0103,HCCI
1018,1018,1057379, 1227,HCKT
1019,1019,765880, 1231,HCP
1020,1020,731012, 1231,HCSG
1021,1021,354950, 0202,HD
1022,1022,925528, 1231,HDSN
1023,1023,354707, 1231,HE
1024,1024,1339605, 1231,HEES
1025,1025,46619, 1031,HEI
1026,1026,916789, 40,HELE
1027,1027,1283140, 1231,HEP
1028,1028,4447, 1231,HES
1029,1029,48039, 1231,HFC
1030,1030,1046025, 1231,HFWA
1031,1031,1498828, 1231,HHC
1032,1032,45919, 1231,HHS
1033,1033,1417398, 0930,HI
1034,1034,1017480, 0201,HIBB
1035,1035,874766, 1231,HIG
1036,1036,1501585, 1231,HII
1037,1037,1287808, 1231,HIL
1038,1038,1231, 40,HIMX
1039,1039,921082, 1231,HIW
1040,1040,719413, 1231,HL
1041,1041,1180262, 40,HLF
1042,1042,851310, 1231,HLIT
1043,1043,866829, 1231,HLX
1044,1044,331, 40,HMC
1045,1045,850141, 1231,HMN
1046,1046,1518715, 1231,HMST
1047,1047,1196501, 1231,HMSY
1048,1048,48287, 1228,HNI
1049,1049,788965, 1231,HNRG
1050,1050,1077688, 0131,HOFT
1051,1051,793952, 1231,HOG
1052,1052,3, 40,HOLI
1053,1053,859737, 0928,HOLX
1054,1054,1331520, 1231,HOMB
1055,1055,1646228, 0125,HOME
1056,1056,773840, 1231,HON
1057,1057,1131227, 1231,HOS
1058,1058,357294, 1031,HOV
1059,1059,46765, 0930,HP
1060,1060,1482512, 1231,HPP
1061,1061,47217, 1031,HPQ
1062,1062,899749, 1231,HR
1063,1063,12659, 0430,HRB
1064,1064,47518, 0930,HRC
1065,1065,48465, 1027,HRL
1066,1066,1487428, 1231,HRZN
1067,1067,45876, 1231,HSC
1068,1068,1000228, 1228,HSIC
1069,1069,1066605, 1231,HSII
1070,1070,1038133, 1231,HSKA
1071,1071,1210708, 1231,HSON
1072,1072,1070750, 1231,HST
1073,1073,1095565, 1231,HSTM
1074,1074,47111, 1231,HSY
1075,1075,1063344, 1231,HT
1076,1076,1053352, 1231,HTBK
1077,1077,1280784, 19,HTGC
1078,1078,1265131, 1231,HTH
1079,1079,24, 40,HTHT
1080,1080,799233, 1231,HTLD
1081,1081,920112, 1231,HTLF
1082,1082,1657853, 1231,HTZ
1083,1083,940942, 1231,HUBG
1084,1084,49071, 1231,HUM
1085,1085,1307954, 1231,HUN
1086,1086,1289848, 1231,HURN
1087,1087,216085, 1231,HVT
1088,1088,1356949, 1231,HWCC
1089,1089,717605, 1231,HXL
1090,1090,1492426, 40,HZNP
1091,1091,1057060, 0930,HZO
1092,1092,1231, 40,IAG
1093,1093,917520, 1231,IART
1094,1094,21, 1231,IBA
1095,1095,39311, 1231,IBCP
1096,1096,933141, 1231,IBKC
1097,1097,1381197, 1231,IBKR
1098,1098,51143, 1231,IBM
1099,1099,331, 40,IBN
1100,1100,749660, 1231,ICAD
1101,1101,1571949, 1231,ICE
1102,1102,1362004, 1231,ICFI
1103,1103,531, 40,ICLR
1104,1104,857737, 1231,ICON
1105,1105,883984, 1231,ICUI
1106,1106,1057877, 1231,IDA
1107,1107,1405495, 1231,IDCC
1108,1108,1040896, 1231,IDN
1109,1109,861838, 1231,IDRA
1110,1110,4187, 1231,IDSA
1111,1111,874716, 1231,IDXX
1112,1112,49728, 0930,IEC
1113,1113,813762, 1231,IEP
1114,1114,832101, 1231,IEX
1115,1115,51253, 1231,IFF
1116,1116,1326205, 0331,IGC
1117,1117,1, 40,IGT
1118,1118,764401, 0928,IIIN
1119,1119,88790, 1231,IIN
1120,1120,820318, 0630,IIVI
1121,1121,1110803, 1229,ILMN
1122,1122,921582, 40,IMAX
1123,1123,855654, 1231,IMGN
1124,1124,1058811, 1231,IMMR
1125,1125,722830, 1231,IMMU
1126,1126,1231, 40,IMO
1127,1127,1231, 40,IMOS
1128,1128,1056386, 1231,INAP
1129,1129,879169, 1231,INCY
1130,1130,776901, 1231,INDB
1131,1131,1113148, 1231,INFI
1132,1132,1138639, 1228,INFN
1133,1133,1337013, 1231,INFU
1134,1134,12, 40,INFY
1135,1135,1497645, 1231,INN
1136,1136,1055726, 1231,INO
1137,1137,903651, 1231,INOD
1138,1138,1104506, 1231,INSM
1139,1139,1609550, 1231,INSP
1140,1140,789460, 1231,INT
1141,1141,50863, 1228,INTC
1142,1142,913760, 0930,INTL
1143,1143,1036262, 1231,INTT
1144,1144,896878, 0731,INTU
1145,1145,829323, 1231,INUV
1146,1146,1036044, 1231,INVE
1147,1147,1350381, 1231,INWK
1148,1148,7, 40,INXN
1149,1149,866609, 1231,IO
1150,1150,1054905, 1231,IOSP
1151,1151,51434, 1231,IP
1152,1152,822663, 1231,IPAR
1153,1153,51644, 1231,IPG
1154,1154,1111928, 1231,IPGP
1155,1155,1160958, 1231,IPHI
1156,1156,1364099, 1231,IPHS
1157,1157,1421461, 1231,IPI
1158,1158,1466258, 40,IR
1159,1159,1159167, 1228,IRBT
1160,1160,1418819, 1231,IRDM
1161,1161,798359, 1231,IRET
1162,1162,1006045, 1228,IRIX
1163,1163,1020569, 1231,IRM
1164,1164,933267, 40,IRS
1165,1165,1446847, 1231,IRWD
1166,1166,1326807, 0630,ISBC
1167,1167,943034, 1231,ISNS
1168,1168,728387, 0630,ISR
1169,1169,1035267, 1231,ISRG
1170,1170,749251, 1231,IT
1171,1171,350868, 0331,ITI
1172,1172,780571, 1231,ITRI
1173,1173,1231, 40,ITRN
1174,1174,216228, 1231,ITT
1175,1175,1, 40,ITUB
1176,1176,49826, 1231,ITW
1177,1177,1001902, 1231,IVAC
1178,1178,742112, 1231,IVC
1179,1179,1437071, 1231,IVR
1180,1180,914208, 0,IVZ
1181,1181,807882, 0929,JACK
1182,1182,1685715, 1231,JAG
1183,1183,1009829, 1231,JAKK
1184,1184,1617227, 1230,JAX
1185,1185,1232524, 40,JAZZ
1186,1186,728535, 1231,JBHT
1187,1187,898293, 0831,JBL
1188,1188,1158463, 1231,JBLU
1189,1189,1433660, 1231,JBT
1190,1190,833444, 40,JCI
1191,1191,1084048, 1231,JCOM
1192,1192,1166126, 0130,JCP
1193,1193,22701, 1231,JCS
1194,1194,331, 40,JE
1195,1195,52988, 0927,JEC
1196,1196,785956, 0928,JJSF
1197,1197,779152, 0630,JKHY
1198,1198,1231, 40,JKS
1199,1199,1037976, 1231,JLL
1200,1200,1302350, 1231,JMP
1201,1201,200406, 1229,JNJ
1202,1202,1043604, 1231,JNPR
1203,1203,1231, 40,JOBS
1204,1204,745308, 1231,JOE
1205,1205,788329, 0927,JOUT
1206,1206,19617, 1231,JPM
1207,1207,1007019, 1031,JVA
1208,1208,72333, 0201,JWN
1209,1209,55067, 1228,K
1210,1210,886346, 1228,KAI
1211,1211,811596, 1231,KALU
1212,1212,54381, 1231,KAMN
1213,1213,1395942, 1231,KAR
1214,1214,795266, 1130,KBH
1215,1215,1357615, 1231,KBR
1216,1216,318996, 1231,KEG
1217,1217,55135, 1229,KELYA
1218,1218,887730, 0331,KEM
1219,1219,55529, 0430,KEQU
1220,1220,56047, 1231,KEX
1221,1221,91576, 1231,KEY
1222,1222,930420, 1231,KFRC
1223,1223,56679, 0430,KFY
1224,1224,701818, 40,KGC
1225,1225,879101, 1231,KIM
1226,1226,33992, 1231,KINS
1227,1227,1056285, 0201,KIRK
1228,1228,1404912, 1231,KKR
1229,1229,319201, 0630,KLAC
1230,1230,56978, 40,KLIC
1231,1231,55785, 1231,KMB
1232,1232,1506307, 1231,KMI
1233,1233,860748, 1231,KMPR
1234,1234,55242, 0630,KMT
1235,1235,1170010, 0229,KMX
1236,1236,1011570, 1231,KNL
1237,1237,1492691, 1231,KNX
1238,1238,21344, 1231,KO
1239,1239,19, 40,KOF
1240,1240,811212, 1231,KOOL
1241,1241,1315257, 1231,KOP
1242,1242,771266, 1228,KOPN
1243,1243,1509991, 1231,KOS
1244,1244,56873, 0201,KR
1245,1245,1321646, 1231,KRA
1246,1246,1025996, 1231,KRC
1247,1247,1286043, 1231,KRG
1248,1248,1295664, 1,KRNY
1249,1249,1257640, 1231,KRO
1250,1250,885639, 0201,KSS
1251,1251,54480, 1231,KSU
1252,1252,719733, 0629,KTCC
1253,1253,1069258, 1229,KTOS
1254,1254,1007587, 1231,KVHI
1255,1255,1408100, 1231,KW
1256,1256,81362, 1231,KWR
1257,1257,60086, 1231,L
1258,1258,1023128, 1231,LAD
1259,1259,798081, 0131,LAKE
1260,1260,1090425, 1231,LAMR
1261,1261,57515, 0630,LANC
1262,1262,703604, 1231,LAWS
1263,1263,1311370, 40,LAZ
1264,1264,846901, 1231,LBAI
1265,1265,1570585, 40,LBTYA
1266,1266,902274, 1231,LBY
1267,1267,57725, 0630,LCI
1268,1268,1074902, 1231,LCNB
1269,1269,60977, 1231,LDL
1270,1270,842162, 1231,LEA
1271,1271,59527, 1231,LECO
1272,1272,1333822, 40,LEDS
1273,1273,58361, 0929,LEE
1274,1274,58492, 1231,LEG
1275,1275,920760, 1130,LEN
1276,1276,889331, 1229,LFUS
1277,1277,886163, 1231,LGND
1278,1278,920148, 1231,LH
1279,1279,1303313, 1231,LHCG
1280,1280,1073431, 1231,LIFE
1281,1281,1069202, 1231,LII
1282,1282,1286613, 1231,LINC
1283,1283,721994, 1231,LKFN
1284,1284,1396033, 1231,LL
1285,1285,1391127, 1231,LLNW
1286,1286,59478, 1231,LLY
1287,1287,704051, 0331,LM
1288,1288,1158895, 1231,LMAT
1289,1289,1342423, 1031,LMNR
1290,1290,1033905, 1231,LMNX
1291,1291,936468, 1231,LMT
1292,1292,59558, 1231,LNC
1293,1293,1005286, 0526,LNDC
1294,1294,3570, 1231,LNG
1295,1295,836157, 0831,LNN
1296,1296,352541, 1231,LNT
1297,1297,1080340, 1231,LOAN
1298,1298,1120970, 1231,LODE
1299,1299,1032975, 0331,LOGI
1300,1300,1420302, 1231,LOGM
1301,1301,1434588, 1231,LOPE
1302,1302,16, 40,LOV
1303,1303,60667, 0131,LOW
1304,1304,1528129, 1231,LPI
1305,1305,10, 40,LPL
1306,1306,1397911, 1231,LPLA
1307,1307,1102993, 1231,LPSN
1308,1308,889971, 0630,LPTH
1309,1309,60519, 1231,LPX
1310,1310,1235468, 0930,LQDT
1311,1311,707549, 0628,LRCX
1312,1312,1157408, 0630,LRN
1313,1313,855658, 0102,LSCC
1314,1314,944314, 1231,LSI
1315,1315,853816, 1228,LSTR
1316,1316,887905, 1231,LTC
1317,1317,1076195, 1231,LTM
1318,1318,1114925, 0630,LTRX
1319,1319,1029730, 1231,LTS
1320,1320,16099, 0828,LUB
1321,1321,1397187, 40,LULU
1322,1322,1239819, 1231,LUNA
1323,1323,92380, 1231,LUV
1324,1324,1300514, 1231,LVS
1325,1325,814586, 1231,LWAY
1326,1326,910108, 1231,LXP
1327,1327,1062822, 1231,LXRX
1328,1328,60714, 1231,LXU
1329,1329,1489393, 7,LYB
1330,1330,763532, 0630,LYTS
1331,1331,1335258, 1231,LYV
1332,1332,57131, 0427,LZB
1333,1333,794367, 0201,M
1334,1334,1141391, 1231,MA
1335,1335,912595, 1231,MAA
1336,1336,912242, 1231,MAC
1337,1337,1274792, 1231,MACK
1338,1338,1, 40,MAG
1339,1339,1396440, 1231,MAIN
1340,1340,871763, 1231,MAN
1341,1341,1056696, 1231,MANH
1342,1342,892537, 1231,MANT
1343,1343,1048286, 1231,MAR
1344,1344,1368365, 1231,MARK
1345,1345,62996, 1231,MAS
1346,1346,937556, 1228,MASI
1347,1347,63276, 1231,MAT
1348,1348,63296, 0930,MATW
1349,1349,11, 40,MBT
1350,1350,1042729, 1231,MBWM
1351,1351,1053584, 1231,MCBC
1352,1352,1490349, 06,MCC
1353,1353,63908, 1231,MCD
1354,1354,1527709, 1231,MCEP
1355,1355,1071993, 1231,MCF
1356,1356,827054, 0331,MCHP
1357,1357,1224133, 1231,MCHX
1358,1358,927653, 0331,MCK
1359,1359,1059556, 1231,MCO
1360,1360,907242, 1231,MCRI
1361,1361,62234, 1226,MCS
1362,1362,64996, 1231,MCY
1363,1363,893949, 1231,MD
1364,1364,773141, 1231,MDC
1365,1365,876883, 6,MDCA
1366,1366,1113481, 1231,MDCO
1367,1367,65011, 0630,MDP
1368,1368,708819, 1,MDR
1369,1369,1124804, 1231,MDRX
1370,1370,1613103, 40,MDT
1371,1371,67716, 1231,MDU
1372,1372,910329, 1231,MED
1373,1373,65270, 0502,MEI
1374,1374,1099590, 40,MELI
1375,1375,886977, 40,MEOH
1376,1376,75659, 1231,MERC
1377,1377,1099219, 1231,MET
1378,1378,1055160, 1231,MFA
1379,1379,1086888, 40,MFC
1380,1380,1094810, 1231,MFSF
1381,1381,1436126, 1231,MG
1382,1382,749098, 40,MGA
1383,1383,1273931, 1231,MGI
1384,1384,1231, 40,MGIC
1385,1385,19411, 1231,MGLN
1386,1386,789570, 1231,MGM
1387,1387,835011, 1231,MGPI
1388,1388,752714, 1231,MGRC
1389,1389,851968, 1231,MHK
1390,1390,1412100, 40,MHLD
1391,1391,799292, 1231,MHO
1392,1392,1289790, 1231,MIC
1393,1393,769520, 1228,MIDD
1394,1394,926423, 0131,MIND
1395,1395,911109, 1231,MINI
1396,1396,807863, 0930,MITK
1397,1397,1514281, 1231,MITT
1398,1398,63754, 1130,MKC
1399,1399,1096343, 1231,MKL
1400,1400,1049502, 1231,MKSI
1401,1401,1278021, 1231,MKTX
1402,1402,724004, 0331,MLAB
1403,1403,66382, 0530,MLHR
1404,1404,89439, 1228,MLI
1405,1405,916076, 1231,MLM
1406,1406,1356104, 3,MLNX
1407,1407,1550603, 0930,MLVF
1408,1408,62709, 1231,MMC
1409,1409,1578732, 1231,MMI
1410,1410,1176334, 1231,MMLP
1411,1411,66740, 1231,MMM
1412,1412,1126975, 1231,MMP
1413,1413,1032220, 0930,MMS
1414,1414,856982, 1231,MMSI
1415,1415,331, 40,MMYT
1416,1416,1524223, 1231,MN
1417,1417,1056087, 1229,MNI
1418,1418,899460, 1231,MNKD
1419,1419,67625, 0930,MNR
1420,1420,876427, 0328,MNRO
1421,1421,865752, 1231,MNST
1422,1422,1235010, 1231,MNTA
1423,1423,1302028, 1231,MNTX
1424,1424,764180, 1231,MO
1425,1425,67347, 0331,MOD
1426,1426,1412665, 1231,MOFG
1427,1427,1179929, 1231,MOH
1428,1428,1289419, 1231,MORN
1429,1429,1285785, 1231,MOS
1430,1430,890394, 1231,MOSY
1431,1431,72573, 0131,MOV
1432,1432,918251, 0331,MPAA
1433,1433,1510295, 1231,MPC
1434,1434,1287865, 1231,MPW
1435,1435,1280452, 1231,MPWR
1436,1436,1129155, 1231,MPX
1437,1437,1600470, 1231,MR
1438,1438,1439095, 1231,MRC
1439,1439,1049521, 0703,MRCY
1440,1440,310158, 1231,MRK
1441,1441,1260968, 1231,MRLN
1442,1442,101778, 1231,MRO
1443,1443,799167, 1231,MRTN
1444,1444,1058057, 40,MRVL
1445,1445,895421, 1231,MS
1446,1446,66570, 1231,MSA
1447,1447,1408198, 1231,MSCI
1448,1448,66004, 1231,MSEX
1449,1449,789019, 0630,MSFT
1450,1450,1636519, 0630,MSG
1451,1451,68505, 1231,MSI
1452,1452,1003078, 0829,MSM
1453,1453,880432, 0630,MSON
1454,1454,1050446, 1231,MSTR
1455,1455,1243429, 40,MT
1456,1456,36270, 1231,MTB
1457,1457,1037646, 1231,MTD
1458,1458,1520006, 1231,MTDR
1459,1459,876437, 1231,MTG
1460,1460,833079, 1231,MTH
1461,1461,812011, 0731,MTN
1462,1462,1113256, 0930,MTOR
1463,1463,1104657, 1231,MTRN
1464,1464,866273, 0630,MTRX
1465,1465,68709, 0928,MTSC
1466,1466,1493594, 0930,MTSI
1467,1467,61986, 1231,MTW
1468,1468,891014, 1231,MTX
1469,1469,15615, 1231,MTZ
1470,1470,717423, 1231,MUR
1471,1471,1573516, 1231,MUSA
1472,1472,314203, 40,MUX
1473,1473,1099941, 09,MVC
1474,1474,65770, 1231,MVIS
1475,1475,1350593, 0930,MWA
1476,1476,1325702, 40,MX
1477,1477,743316, 0627,MXIM
1478,1478,1288469, 1231,MXL
1479,1479,69488, 1231,MYE
1480,1480,899923, 0630,MYGN
1481,1481,1623613, 40,MYL
1482,1482,700923, 1231,MYRG
1483,1483,29, 40,NAT
1484,1484,935494, 1231,NATI
1485,1485,275053, 1231,NATR
1486,1486,1399855, 0531,NAUH
1487,1487,808450, 1031,NAV
1488,1488,810509, 1231,NAVB
1489,1489,914475, 1231,NBIX
1490,1490,72207, 1231,NBL
1491,1491,811831, 0630,NBN
1492,1492,1163739, 40,NBR
1493,1493,790359, 1231,NBTB
1494,1494,1389545, 1231,NBY
1495,1495,1377630, 1226,NCMI
1496,1496,70866, 1231,NCR
1497,1497,1120193, 1231,NDAQ
1498,1498,72331, 1031,NDSN
1499,1499,1458891, 40,NE
1500,1500,1101239, 1231,EQIX
1501,1501,906107, 1231,EQR
1502,1502,33213, 1231,EQT
1503,1503,29, 40,ERF
1504,1504,1231, 40,ERIC
1505,1505,922621, 1231,ERIE
1506,1506,1421517, 1231,ERII
1507,1507,9, 40,ERJ
1508,1508,72741, 1231,ES
1509,1509,33488, 1229,ESCA
1510,1510,866706, 0930,ESE
1511,1511,3, 40,ESEA
1512,1512,1363829, 40,ESGR
1513,1513,1590714, 1231,ESI
1514,1514,1231, 40,ESLT
1515,1515,920522, 1231,ESS
1516,1516,1382230, 0930,ESSA
1517,1517,10254, 1231,ESTE
1518,1518,1276187, 1231,ET
1519,1519,1015780, 1231,ETFC
1520,1520,896156, 0630,ETH
1521,1521,1067837, 1231,ETM
1522,1522,1551182, 40,ETN
1523,1523,65984, 1231,ETR
1524,1524,350797, 1031,EV
1525,1525,842518, 1231,EVBN
1526,1526,1109116, 1231,EVC
1527,1527,1640428, 1231,EVER
1528,1528,1052054, 1231,EVOL
1529,1529,1360901, 1231,EVR
1530,1530,1099800, 1231,EW
1531,1531,1069157, 1231,EWBC
1532,1532,1124140, 1231,EXAS
1533,1533,1109357, 1231,EXC
1534,1534,939767, 0103,EXEL
1535,1535,16, 40,EXFO
1536,1536,20, 40,EXK
1537,1537,1297989, 40,EXLS
1538,1538,918646, 0331,EXP
1539,1539,746515, 1231,EXPD
1540,1540,1324424, 1231,EXPE
1541,1541,851520, 0103,EXPO
1542,1542,1483510, 0201,EXPR
1543,1543,1289490, 1231,EXR
1544,1544,1078271, 0630,EXTR
1545,1545,876523, 0930,EZPW
1546,1546,37996, 1231,F
1547,1547,1472787, 1231,FAF
1548,1548,34563, 0630,FARM
1549,1549,917491, 1231,FARO
1550,1550,815556, 1231,FAST
1551,1551,1033012, 1231,FBC
1552,1552,1519751, 1231,FBHS
1553,1553,1521951, 1231,FBIZ
1554,1554,947559, 1231,FBMS
1555,1555,811589, 1231,FBNC
1556,1556,1057706, 1231,FBP
1557,1557,886206, 0831,FC
1558,1558,859070, 1231,FCBC
1559,1559,932781, 1231,FCCO
1560,1560,1141807, 1231,FCCY
1561,1561,886128, 1031,FCEL
1562,1562,712537, 1231,FCF
1563,1563,840489, 1231,FCFS
1564,1564,887936, 1231,FCN
1565,1565,831259, 1231,FCX
1566,1566,946647, 1231,FDEF
1567,1567,1047340, 9,FDP
1568,1568,1013237, 0831,FDS
1569,1569,1513363, 1231,FDUS
1570,1570,1048911, 0531,FDX
1571,1571,1031296, 1231,FE
1572,1572,38725, 1231,FELE
1573,1573,4, 40,FENG
1574,1574,1401257, 1231,FET
1575,1575,1337298, 1231,FF
1576,1576,708955, 1231,FFBC
1577,1577,1012771, 1231,FFG
1578,1578,923139, 1231,FFIC
1579,1579,36029, 1231,FFIN
1580,1580,1048695, 0930,FFIV
1581,1581,1401564, 1231,FFNW
1582,1582,922358, 0731,FGP
1583,1583,36966, 1231,FHN
1584,1584,860413, 1231,FIBK
1585,1585,814547, 0930,FICO
1586,1586,1056288, 1231,FII
1587,1587,1136893, 1231,FIS
1588,1588,862831, 1231,FISI
1589,1589,798354, 1231,FISV
1590,1590,35527, 1231,FITB
1591,1591,1035983, 1231,FIX
1592,1592,69891, 0501,FIZZ
1593,1593,850209, 0201,FL
1594,1594,1162194, 1231,FLDM
1595,1595,866374, 40,FLEX
1596,1596,740663, 1231,FLIC
1597,1597,354908, 1231,FLIR
1598,1598,891482, 1231,FLL
1599,1599,1128928, 1228,FLO
1600,1600,1641991, 1231,FLOW
1601,1601,1124198, 1231,FLR
1602,1602,30625, 1231,FLS
1603,1603,1175454, 1231,FLT
1604,1604,1084869, 0628,FLWS
1605,1605,29, 40,FLY
1606,1606,702325, 1231,FMBI
1607,1607,37785, 1231,FMC
1608,1608,709337, 1231,FMNB
1609,1609,2, 40,FMS
1610,1610,1231, 40,FMX
1611,1611,1408710, 40,FN
1612,1612,37808, 1231,FNB
1613,1613,1331875, 1231,FNF
1614,1614,1231, 40,FNV
1615,1615,35214, 1231,FOE
1616,1616,1178879, 1231,FOLD
1617,1617,1406587, 0930,FOR
1618,1618,1039399, 1228,FORM
1619,1619,1023313, 1231,FORR
1620,1620,883569, 1228,FOSL
1621,1621,921825, 1231,FR
1622,1622,1399935, 0201,FRAN
1623,1623,834285, 1231,FRBK
1624,1624,40, NULL,FRC
1625,1625,712534, 1231,FRME
1626,1626,11, 40,FRO
1627,1627,34903, 1231,FRT
1628,1628,1435508, 0930,FSFG
1629,1629,1069394, 40,FSI
1630,1630,1274494, 1231,FSLR
1631,1631,37914, 1102,FSM
1632,1632,1031316, 1231,FSP
1633,1633,277509, 1231,FSS
1634,1634,352825, 1231,FSTR
1635,1635,846913, 1231,FTEK
1636,1636,1681459, 40,FTI
1637,1637,928054, 1231,FTK
1638,1638,1262039, 1231,FTNT
1639,1639,20520, 1231,FTR
1640,1640,39368, 1130,FUL
1641,1641,700564, 1231,FULT
1642,1642,811532, 1231,FUN
1643,1643,1159281, 1231,FVE
1644,1644,912728, 1231,FWRD
1645,1645,1398659, 40,G
1646,1646,714395, 1231,GABC
1647,1647,1089872, 1231,GAIA
1648,1648,1321741, 0331,GAIN
1649,1649,1133416, 1231,GALT
1650,1650,1328919, 40,GASS
1651,1651,868671, 1231,GBCI
1652,1652,1476765, 14,GBDC
1653,1653,1060349, 1231,GBL
1654,1654,1494904, 40,GBLI
1655,1655,923120, 0831,GBX
1656,1656,1444363, 1231,GCAP
1657,1657,1635718, 1231,GCI
1658,1658,18498, 0201,GCO
1659,1659,40533, 1231,GD
1660,1660,1699150, 1231,GDI
1661,1661,1386278, 1231,GDOT
1662,1662,943861, 1231,GDP
1663,1663,40545, 1231,GE
1664,1664,43920, 1031,GEF
1665,1665,1022321, 1231,GEL
1666,1666,64472, 0930,GENC
1667,1667,923796, 1231,GEO
1668,1668,886744, 1231,GERN
1669,1669,912463, 0201,GES
1670,1670,1392380, 1231,GEVO
1671,1671,50725, 0930,GFF
1672,1672,6, 40,GFI
1673,1673,1342287, 0630,GFN
1674,1674,42888, 1227,GGG
1675,1675,1131324, 1231,GHDX
1676,1676,1282977, 1231,GHL
1677,1677,716314, 0331,GHM
1678,1678,30, 40,GIB
1679,1679,1031623, 1231,GIFI
1680,1680,1719489, 0930,GIG
1681,1681,821002, 0131,GIII
1682,1682,9, 40,GIL
1683,1683,882095, 1231,GILD
1684,1684,1231, 40,GILT
1685,1685,40704, 0529,GIS
1686,1686,1143513, 0930,GLAD
1687,1687,1372020, 1231,GLDD
1688,1688,0, 40,GLNG
1689,1689,0, 40,GLOG
1690,1690,746210, 1231,GLOW
1691,1691,1323468, 1231,GLP
1692,1692,1385613, 40,GLRE
1693,1693,41719, 1231,GLT
1694,1694,1366246, 1231,GLUU
1695,1695,24741, 1231,GLW
1696,1696,1467858, 1231,GM
1697,1697,1326380, 0201,GME
